%
1			achieve
掌管			30
提防			30
握住			30
等			30
等待			30
结束			30
慎重			30
极限			30
准则			30
煞车			30
禁*			30
节制			30
绑*			30
捆			30
义务			30
逼			30
逼迫			30
遏*			30
违背			30
预防			30
对付			30
对立			30
对抗			30
截止			30
撤销			30
监视			30
监禁			30
监察			30
监管			30
管制			30
管理			30
维持			30
紧			30
紧急			30
紧密			30
误导			30
障碍			30
僵固			30
废止			30
废除			30
凝固			30
挡开			30
遵守			30
遵从			30
压抑			30
压制			30
压迫			30
压缩			30
挤压			30
检查			30
缩*			30
艰难			30
避*			30
隐瞒			30
镇压			30
惩*			30
劝阻			30
严峻			30
严格			30
严密			30
严厉			30
严谨			30
警告			30
警戒			30
警惕			30
缠*			30
顾虑			30
让步			30

了			31
了解			31
三思			31
下定决心			31
不同			31
不解			31
不详			31
允许			31
公认			31
分别			31
分析			31
分清			31
分辨			31
分类			31
反思			31
反映			31
反省			31
反应			31
引起			31
心思			31
主意			31
以为			31
打算			31
未料			31
合理			31
同意			31
回答			31
回想			31
回忆			31
回应			31
好奇			31
曲解			31
考虑			31
考虑到			31
自白			31
估计			31
估算			31
似乎			31
判别			31
判决			31
判断			31
告知			31
妥协			31
弄懂			31
批露			31
找			31
找出			31
找到			31
抉择			31
求证			31
决心			31
决定			31
决然			31
决策			31
决意			31
决议			31
沉思			31
究竟			31
见解			31
供认			31
刻意			31
协调			31
和解			31
坦白			31
坦承			31
坦率			31
始料未及			31
定义			31
承认			31
披露			31
明白			31
明智			31
果断			31
欣赏			31
注意			31
知			31
知悉			31
知情			31
知会			31
知道			31
知识			31
知觉			31
表示			31
表明			31
保密			31
信仰			31
信任			31
信念			31
信赖			31
思*			31
恍然大悟			31
指望			31
挑			31
挑选			31
故意			31
是否			31
洞悉			31
洞察			31
洞察力			31
泄漏			31
相信			31
看出			31
看法			31
茅塞顿开			31
计算			31
重估			31
重建			31
重现			31
重组			31
重造			31
重整			31
准许			31
原谅			31
容许			31
差别			31
料想			31
纳闷			31
记住			31
记起			31
记得			31
记忆			31
追溯			31
追忆			31
假定			31
假设			31
假装			31
偏好			31
区分			31
区别			31
参考			31
问			31
问题			31
启发			31
坚决			31
坚定			31
专心			31
采用			31
探究			31
探索			31
接受			31
推理			31
推测			31
推敲			31
推论			31
推断			31
叙述			31
教训			31
深思			31
深思熟虑			31
清醒			31
猜想			31
猜疑			31
理由			31
理性			31
理智			31
理会			31
理解			31
粗心			31
细心			31
细想			31
习得			31
设想			31
透露			31
陈述			31
喜欢			31
寻找			31
提			31
提及			31
揣测			31
揭示			31
揭发			31
揭露			31
琢磨			31
发问			31
发现			31
发觉			31
答案			31
答应			31
答复			31
答辩			31
结论			31
裁决			31
裁定			31
视为			31
证明			31
评估			31
评价			31
费解			31
想*			31
意*			31
感受			31
感觉			31
概念			31
经验			31
解决			31
解析			31
解答			31
解释			31
诠释			31
预计			31
顿悟			31
鼓舞			31
鼓励			31
察觉			31
满意			31
演绎			31
疑问			31
疑虑			31
精选			31
综合			31
蓄意			31
认出			31
认可			31
认知			31
认为			31
认识			31
误会			31
误解			31
说明			31
领悟			31
领会			31
宽恕			31
澄清			31
熟谙			31
确定			31
确认			31
调查			31
调停			31
调节			31
调解			31
调整			31
谈及			31
请求			31
论说			31
质问			31
质疑			31
学习			31
学会			31
晓得			31
激励			31
笃信			31
辨别			31
辨明			31
辨认			31
选			31
选择			31
醍醐灌顶			31
懂			31
检视			31
了解			31
声明			31
豁然开朗			31
断定			31
断然			31
归类			31
翻译			31
复议			31
谨慎			31
怀念			31
怀疑			31
证明			31
证实			31
证据			31
识别			31
关联			31
难懂			31
忏悔			31
觉悟			31
觉得			31
觉察			31
议			31
议论			31
阐明			31
阐述			31
辩驳			31
辩护			31
鉴别			31
鉴定			31
鉴识			31
逻辑			31
显示			31
体会			31
体认			31
灵光			31
灵感			31
灵机一动			31
赞赏			31

ㄟ			32
了			32
也			32
也好			32
去			32
而已			32
吧			32
吼			32
呀			32
来			32
呢			32
的			32
咧			32
哇			32
哇咧			32
哎			32
哎呀			32
挖咧			32
耶			32
哦			32
哩			32
哪			32
唉			32
啊			32
啦			32
欸			32
喔			32
吗			32
嗯			32
嗯哼			32
嘛			32
与否			32
嘿			32
罢了			32

一切			33
人			33
人人			33
人家			33
什么			33
它			33
它们			33
此			33
自身			33
别人			33
牠			33
牠们			33
那			33
那些			33
那个			33
那里			33
事			33
事事			33
事情			33
其			33
其他			33
其余			33
东西			33
某人			33
哪			33
哪些			33
哪里			33
家家			33
处处			33
这			33
这些			33
对方			33
谁			33

21点			34
COS			34
COSPLAY			34
ipod			34
KTV			34
MTV			34
wii			34
三铁			34
女演员			34
小吃店			34
小睡			34
小说			34
工艺			34
公园			34
午休			34
午睡			34
幻想			34
日光浴			34
日记			34
日记簿			34
日志			34
日剧			34
比赛			34
水疗			34
卡通			34
打坐			34
打屁			34
打盹			34
打瞌睡			34
打猎			34
民宿			34
白酒			34
立体声			34
交响乐			34
任天堂			34
伏特加			34
休息			34
休假			34
休闲			34
休憩			34
光盘			34
划船			34
合唱			34
合唱团			34
吉他			34
名人			34
名流			34
安逸			34
收音机			34
曲棍球			34
自在			34
西洋棋			34
伴唱机			34
布置			34
投手			34
投球			34
沉思			34
沐浴			34
秀			34
足球			34
券			34
咖啡			34
咖啡厅			34
夜市			34
夜店			34
夜总会			34
店			34
房间			34
放心			34
放松			34
爬山			34
玩			34
玩具			34
玩物			34
玩耍			34
玩笑			34
玩偶			34
玩乐			34
芭蕾			34
芭蕾舞			34
花园			34
表演			34
门票			34
便服			34
威士忌			34
春假			34
派对			34
狩猎			34
纪念			34
红酒			34
美术			34
美术品			34
音乐			34
音乐会			34
音响			34
飞盘			34
俱乐部			34
冥想			34
娱乐			34
宴会			34
家人			34
家庭			34
家族			34
容易			34
射击			34
展览			34
庭院			34
庭园			34
旅行			34
旅社			34
旅舍			34
旅馆			34
书本			34
书籍			34
朗读			34
氧			34
浴室			34
浴缸			34
浴场			34
海滨			34
海边			34
海滩			34
消遣			34
烈酒			34
笑话			34
纸牌			34
酒			34
酒吧			34
酒店			34
酒会			34
酒精			34
酒馆			34
院子			34
马车			34
马拉松			34
高粱*			34
高尔夫*			34
鬼扯			34
假日			34
假期			34
做菜			34
健行			34
健壮			34
健走			34
健身			34
健康			34
剪贴簿			34
动画			34
唱片			34
唱诗班			34
唱歌			34
商店			34
商场			34
啤酒			34
从容			34
悠闲			34
排球			34
教练			34
烹饪			34
烹调			34
球			34
球棒			34
票			34
票券			34
票价			34
聊天			34
庄园			34
逛*			34
连续剧			34
部落格			34
野营			34
钓鱼			34
陶艺			34
麻将			34
博物馆			34
喜剧			34
喝			34
喝醉			34
围棋			34
寒假			34
寻欢作乐			34
暑假			34
棒球			34
游泳*			34
湖			34
煮			34
煮菜			34
煮饭			34
牌			34
画本			34
舒适			34
象棋			34
跑			34
跑步			34
周末			34
周年庆			34
闲聊			34
闲逛			34
闲散			34
闲谈			34
队			34
饭店			34
饮			34
饮料			34
饮酒*			34
嗜好			34
涂鸦			34
摇滚*			34
搭讪			34
溜达			34
温泉			34
滑雪			34
瑜珈			34
节日			34
脚踏车			34
葡萄酒			34
装饰			34
诗			34
诗集			34
诗歌			34
跳棋			34
跳舞			34
游艇			34
游轮			34
游荡			34
游戏*			34
游览车			34
运动*			34
雷鬼*			34
电视			34
电影*			34
饰物			34
饰品			34
鼓			34
团队			34
梦			34
梦想			34
慢			34
慢跑			34
畅销			34
歌			34
歌曲			34
歌唱			34
歌词			34
歌舞*			34
歌剧			34
歌谣			34
演出			34
演奏会			34
演员			34
漫步			34
漫画			34
睡眠			34
管弦乐			34
网球			34
网络			34
网志			34
聚会			34
舞曲			34
舞会			34
舞蹈			34
轻松			34
远足			34
仪式			34
剧本			34
剧院			34
剧场			34
嘻哈			34
厮混			34
广播			34
广播员			34
影片			34
影带			34
影像			34
影碟			34
庆*			34
摩托车			34
播音员			34
扑克*			34
乐曲			34
乐音			34
乐队			34
乐团			34
瞌睡			34
赌博			34
赌场			34
踢球			34
醉			34
阅读			34
橄榄球			34
独角戏			34
兴趣			34
录音			34
录像*			34
随身听			34
雕刻			34
雕塑			34
静止			34
静坐			34
频道			34
餐馆			34
餐厅			34
戏院			34
戏剧			34
爵士*			34
获胜			34
举重			34
购物			34
赛跑			34
锻炼			34
杂志			34
鸡尾酒			34
松懈			34
懒散			34
艺术*			34
篮球			34
飘飘然			34
饶舌			34
览车			34
露营			34
欢乐			34
读			34
晒黑			34
晒伤			34
变装			34
体育*			34

一毛不拔			35
一角			35
九牛一毛			35
乞丐			35
乞讨			35
小气			35
工资			35
元			35
公司			35
分红			35
支出			35
支票			35
月入			35
月薪			35
欠			35
欠债			35
付			35
付款			35
付费			35
付钱			35
代价			35
出借			35
加班			35
加班费			35
打折			35
打赌			35
生活费			35
交易			35
地契			35
存货			35
存款			35
存钱			35
年薪			35
成本			35
收入			35
收益			35
收买			35
有钱			35
血拼			35
估价			35
佣金			35
兑换			35
免费			35
利息			35
利益			35
利润			35
批发			35
批发商			35
投资			35
折扣			35
折价卷			35
角			35
车票			35
刷卡			35
协议			35
店			35
房契			35
房租			35
所得			35
披索			35
抵押			35
押金			35
拍卖			35
法人			35
法郎			35
物价			35
股份			35
股息			35
股票			35
花费			35
花钱			35
金融			35
金钱			35
便宜			35
促销			35
保管			35
保险			35
保证金			35
信用卡			35
客户			35
待遇			35
施舍			35
查账			35
津贴			35
省钱			35
红利			35
美金			35
英镑			35
订金			35
负债			35
面值			35
首奖			35
仓库			35
借			35
借入			35
借方			35
借款			35
值得			35
库存			35
挪用			35
挪威币			35
捐			35
捐赠			35
捐献			35
核对			35
浪费			35
消费者			35
特价品			35
特权			35
益处			35
破产			35
租金			35
租契			35
租约			35
租赁			35
衰退			35
讨价还价			35
财金			35
财产			35
财富			35
退款			35
售			35
商			35
商人			35
商店			35
商业			35
商机			35
国税局			35
基金			35
专利			35
帐			35
账户			35
账目			35
账单			35
彩券			35
彩票			35
采买			35
杀价			35
清贫			35
清单			35
现金			35
现金卡			35
现款			35
票据			35
庄家			35
贫困			35
贫穷			35
货币			35
贪心			35
贪污			35
贪财			35
贪婪			35
通货			35
报酬			35
富有			35
富裕			35
提款机			35
款项			35
无价			35
发票			35
盗用			35
硬币			35
税			35
税收			35
税金			35
买			35
买主			35
买卖			35
贷			35
贷款			35
费			35
费用			35
贸易			35
钞票			35
开销			35
债			35
汇率			35
汇票			35
圆			35
廉价			35
慈善			35
会费			35
岁入			35
节省			35
节约			35
节俭			35
经费			35
经济			35
补贴			35
补偿			35
贿赂			35
资助			35
资金			35
资源			35
零售			35
预算			35
币			35
慷慨			35
摸彩			35
赊欠			35
赊账			35
银行			35
铜板			35
价			35
价值			35
价格			35
价钱			35
审计			35
乐透			35
欧元			35
奖券			35
奖卷			35
奖金			35
奖学金			35
稽核			35
穷			35
穷人			35
穷困			35
课税			35
赏金			35
赔偿			35
卖			35
赌注			35
赌金			35
赌博			35
赌场			35
销售			35
销售量			35
销售额			35
学费			35
独占			35
独占			35
萧条			35
遗产			35
钱			35
钱币			35
头彩			35
头奖			35
偿付			35
偿还			35
优待券			35
储存			35
储蓄			35
营收			35
营利			35
薪水			35
薪资			35
薪饷			35
购物			35
购买			35
职业			35
垄断			35
签赌			35
签证			35
证券			35
继承			35
顾客			35

一起			36
上			36
上升			36
上载			36
上楼			36
下降			36
下落			36
中止			36
互换			36
分别			36
分离			36
升			36
引领			36
引导			36
手舞足蹈			36
止住			36
出席			36
出现			36
出发			36
去			36
去掉			36
失踪			36
扔			36
生长			36
丢弃			36
交易			36
交换			36
各自			36
合上			36
合拢			36
吊			36
向			36
安置			36
安装			36
成长			36
收到			36
行			36
行走			36
行动			36
行程			36
行进			36
行驶			36
伴随			36
巡逻			36
快递			36
扭转			36
扯			36
抓住			36
投			36
投递			36
抖动			36
改变			36
更改			36
更换			36
更新			36
步伐			36
步调			36
汽车			36
走			36
走路			36
走过			36
足迹			36
事过境迁			36
来到			36
到来			36
到达			36
取			36
取代			36
奔*			36
往			36
抵达			36
拉			36
拉扯			36
抛			36
拖			36
放			36
放置			36
爬			36
长大			36
阻止			36
阻挡			36
促使			36
前			36
前往			36
前进			36
律动			36
拜访			36
拽			36
按			36
活动			36
派遣			36
流			36
流动			36
穿过			36
背离			36
飞			36
飞行			36
乘坐			36
拿			36
拿去			36
拿走			36
拿来			36
拿到			36
拿开			36
旅行			36
旅途			36
旅程			36
浮			36
消失			36
消除			36
航行			36
航程			36
起程			36
追踪			36
送			36
逃*			36
陡峭			36
偏移			36
停			36
停下			36
停止			36
停住			36
停留			36
动			36
动作			36
参加			36
参观			36
寄			36
带来			36
带领			36
掉			36
掉下			36
掉落			36
挂			36
探索			36
接收			36
接住			36
接到			36
接近			36
接棒			36
推			36
推动			36
推进			36
旋转			36
牵引			36
率领			36
移动			36
移开			36
终止			36
逗留			36
通过			36
陪同			36
提升			36
提高			36
换			36
握			36
散步			36
替代			36
朝			36
朝向			36
渡过			36
游			36
游泳			36
游动			36
发射			36
发送			36
给予			36
视察			36
越过			36
跑			36
跑步			36
跑者			36
逮住			36
进入			36
进行			36
进步			36
进展			36
开			36
开车			36
传			36
传染			36
传送			36
传达			36
传导			36
摇动			36
摇摆			36
搬			36
搬运			36
搬迁			36
滑			36
滑动			36
滑落			36
经过			36
脚步			36
落下			36
解除			36
解救			36
跟随			36
跨步			36
跳			36
跳舞			36
跳跃			36
游历			36
游荡			36
运送			36
运动			36
运载			36
运输			36
达到			36
慢跑			36
漂流			36
漫游			36
舞蹈			36
盖上			36
赶上			36
递*			36
远足			36
远离			36
领导			36
弹跳			36
撞见			36
冲			36
冲破			36
调动			36
踏			36
踩			36
震动			36
靠近			36
驾			36
驾驭			36
驾驶			36
导向			36
亲近			36
遗留			36
遗弃			36
错过			36
挤			36
临近			36
举止			36
赛跑			36
掷			36
阖上			36
离去			36
离开			36
骑			36
骑乘			36
攀登			36
悬吊			36
悬挂			36
携带			36
跃			36
驱使			36
驱动			36
变化			36
变成			36
变更			36
变迁			36

乃是			37
不是			37
之			37
地			37
有			37
没有			37
的			37
是			37
个			37
得			37
像是			37

不*			38
切勿			38
勿*			38
反			38
少			38
毋须			38
未			38
未必			38
未有			38
未曾			38
用不到			38
别			38
否			38
否决			38
否定			38
否认			38
决不			38
没*			38
并非			38
尚未			38
非			38
非得			38
岂不			38
岂不是			38
从不			38
从未			38
毫不			38
毫无			38
莫			38
莫非			38
无*			38
绝不			38
绝非			38
绝无			38
暂不			38
还不是			38
难以			38

一无所有			39
七窍生烟			39
人心惶惶			39
八卦			39
上当			39
下流			39
口吃			39
小气			39
小偷			39
不仁			39
不平			39
不甘			39
不安			39
不利			39
不足			39
不定			39
不宜			39
不幸			39
不服			39
不知所措			39
不便			39
不耐			39
不耐烦			39
不贞			39
不准			39
不悦			39
不符			39
不当			39
不解			39
不满			39
不适			39
不顾一切			39
中断			39
仇*			39
元凶			39
内疚			39
公愤			39
凶*			39
分心			39
分歧			39
分裂			39
勾引			39
厄运			39
反抗			39
反叛			39
反派			39
反感			39
反对			39
反驳			39
心灰意冷			39
心神不定			39
心神不宁			39
心痛			39
心烦意乱			39
心碎			39
心酸			39
支配			39
欠债			39
毛骨悚然			39
王八蛋			39
世仇			39
乏味			39
他妈的			39
古怪			39
可怕			39
可耻			39
可笑			39
可悲			39
可恶			39
可鄙			39
可憎			39
可怜			39
外行			39
外伤			39
失去			39
失眠			39
失控			39
失败			39
失望			39
失误			39
平庸			39
打			39
打仗			39
打岔			39
打架			39
打破			39
打败			39
打击			39
打扰			39
打断			39
打搅			39
生气			39
生病			39
生疏			39
生厌			39
白痴			39
白痴			39
目瞪口呆			39
矛盾			39
丢人			39
丢人现眼			39
丢下			39
丢弃			39
丢脸			39
交战			39
任性			39
凶*			39
劣*			39
危*			39
吃醋			39
吃惊			39
同情			39
多疑			39
多余			39
妄想			39
成见			39
曲解			39
有害			39
次等			39
死*			39
污秽			39
灰心			39
自大			39
自甘堕落			39
自私			39
自卑			39
自负			39
自责			39
自暴自弃			39
低沉			39
低能			39
低能儿			39
低迷			39
低落			39
占便宜			39
作呕			39
作弊			39
冷			39
冷淡			39
冷酷			39
吝啬			39
否定			39
否认			39
含糊			39
吹毛求疵			39
呆*			39
困*			39
坎坷			39
妓女			39
妨害			39
妨碍			39
屁眼			39
岔开			39
巫婆			39
弄痛			39
弄坏			39
忌妒			39
忍*			39
忐忑*			39
忘恩负义			39
扭曲			39
批判			39
批评			39
抑制			39
抑郁			39
抗争			39
抗议			39
折磨			39
攻势			39
攻击			39
沉重			39
沉迷			39
灾*			39
牢骚			39
狂怒			39
狂暴			39
狂热			39
狂躁			39
私生子			39
肝肠寸断			39
辛酸			39
邪恶			39
防			39
刺眼			39
刺痛			39
刺伤			39
刻薄			39
卑劣			39
卑鄙			39
取笑			39
受不了			39
受苦			39
受虐			39
受害			39
受伤			39
受罪			39
受骗			39
呸			39
呼天抢地			39
咆啸			39
咒骂			39
固执			39
垃圾			39
奇怪			39
奇特			39
孤*			39
忽略			39
忽视			39
怕			39
怕生			39
怕羞			39
性骚扰			39
怪			39
怪胎			39
怪异			39
怪诞			39
抨击			39
抱怨			39
抱歉			39
抵制			39
抛弃			39
拒绝			39
拙劣			39
放任			39
放屁			39
放弃			39
放纵			39
昏*			39
易怒			39
枉然			39
歧视			39
沮丧			39
沾沾自喜			39
泣			39
争吵			39
争论			39
狗屁			39
空洞			39
空虚			39
花招			39
非礼			39
非难			39
侮辱			39
侵*			39
局促			39
俗			39
俗气			39
冒犯			39
冒险			39
勉强			39
叛乱			39
咬牙切齿			39
哀*			39
哄骗			39
威胁			39
后悔			39
怒*			39
思念			39
思乡			39
怨恨			39
恍惚			39
恨*			39
拮据			39
拷打			39
拷问			39
指责			39
挑剔			39
挑衅			39
挖苦			39
柔肠寸断			39
歪曲			39
毒*			39
泄气			39
流泪			39
炫耀			39
为难			39
狠心			39
看不起			39
约束			39
背叛			39
胡扯			39
致命			39
苛求			39
苦			39
苦恼			39
虐待			39
负心			39
负债			39
负担			39
重担			39
陌生			39
降级			39
风险			39
首级			39
倒霉			39
倒霉			39
倔强			39
凌乱			39
剥夺			39
哭*			39
哽咽			39
唐突			39
奚落			39
害怕			39
害羞			39
差			39
差劲			39
弱			39
弱点			39
徒劳无功			39
恐怖			39
恐慌			39
恐吓			39
恐惧			39
悔*			39
挫折			39
挫败			39
书呆子			39
气急败坏			39
气愤			39
气馁			39
消沉			39
消极			39
消灭			39
狭小			39
狭隘			39
疲*			39
疼痛			39
破灭			39
破坏			39
神经病			39
神经质			39
纷争			39
缺*			39
胁迫			39
脆弱			39
臭			39
臭味			39
臭气			39
茫然			39
草率			39
荒唐			39
荒谬			39
衰*			39
讨厌			39
辱骂			39
回避			39
迷惘			39
迷惑			39
迷乱			39
逃避			39
逆向			39
斗争			39
假装			39
偏见			39
偏执			39
偷			39
偷取			39
偷窃			39
伪造			39
啜泣			39
执拗			39
娼妓			39
寂*			39
强奸			39
强迫			39
强硬			39
强暴犯			39
得罪			39
徘徊			39
患病			39
情绪			39
惋惜			39
扫兴			39
排斥			39
挣扎			39
挂念			39
控制			39
败坏			39
杀			39
杀死			39
泪流满面			39
泪珠			39
淡漠			39
淫妇			39
混账			39
混蛋			39
混乱			39
淹没			39
爽约			39
牵挂			39
猜疑			39
疏忽			39
疏漏			39
盛怒			39
眼花撩乱			39
眼泪			39
众怒			39
窒*			39
笨*			39
粗心			39
粗俗			39
粗野			39
粗暴			39
粗鲁			39
累			39
统治			39
羞*			39
处罚			39
贫*			39
贪*			39
责备			39
软弱			39
逗弄			39
逝世			39
造反			39
野蛮			39
阴沉			39
阴森			39
阴暗			39
陈腐			39
麻木			39
麻烦			39
创伤			39
喜怒无常			39
丧*			39
单独			39
报仇			39
报复			39
寒酸			39
复仇			39
悲*			39
闷			39
闷闷不乐			39
恶*			39
恼*			39
惶*			39
提防			39
插嘴			39
散漫			39
棘手			39
欺*			39
残忍			39
残酷			39
残暴			39
无力			39
无用			39
无助			39
无足轻重			39
无味			39
无效			39
无益			39
无能			39
无情			39
无望			39
无理			39
无聊			39
无意义			39
无精打采			39
无趣			39
无礼			39
焦急			39
焦虑			39
犹疑			39
犹豫			39
痛			39
痛不欲生			39
痛苦			39
痛哭流涕			39
发抖			39
发牢骚			39
发狂			39
发怒			39
发愁			39
盗			39
绝望			39
脾气			39
虚弱			39
诉苦			39
诈骗			39
诅咒			39
费力			39
跛			39
跛脚			39
钝			39
闲话			39
乱			39
傲慢			39
债务			39
伤*			39
势利			39
呜咽			39
妈的			39
嫉*			39
嫌*			39
干			39
彷徨			39
想念			39
惹恼			39
愁*			39
愚笨			39
愚蠢			39
感伤			39
愧*			39
慌*			39
损*			39
搏斗			39
业障			39
毁*			39
烦*			39
禁止			39
罪*			39
义愤			39
万念俱灰			39
落伍			39
落空			39
诡计			39
该死			39
贼*			39
躲避			39
遇难			39
过失			39
过错			39
违*			39
隔离			39
顽固			39
顽强			39
厌*			39
对抗			39
对质			39
惨*			39
摧毁			39
漫不经心			39
琐事			39
琐碎			39
疑*			39
疯*			39
祸*			39
精疲力尽			39
精疲力竭			39
紧张			39
紧绷			39
腐*			39
误			39
误会			39
误解			39
说长道短			39
说谎			39
轻忽			39
轻视			39
轻蔑			39
远离			39
鄙*			39
酷刑			39
酸			39
驳斥			39
肮脏			39
鼻酸			39
僵*			39
唠叨			39
嘲*			39
恶*			39
堕落			39
忧*			39
憎*			39
怜悯			39
愤*			39
撒谎			39
敌*			39
暴力			39
暴怒			39
暴躁			39
乐极生悲			39
穷			39
穷困			39
胡涂			39
蔑视			39
冲突			39
冲击			39
调戏			39
贱*			39
遭受			39
铤而走险			39
震怒			39
震惊			39
霉运			39
懊*			39
战火			39
战争			39
战斗			39
战乱			39
操			39
操心			39
操劳			39
担心			39
担忧			39
激怒			39
激动			39
瘸*			39
罹难			39
腻			39
荡妇			39
褫夺			39
讽刺			39
谋杀			39
蹂躏			39
输			39
输家			39
输掉			39
迟到			39
迟钝			39
迟疑*			39
遗弃			39
遗憾			39
错			39
错乱			39
错过			39
错误			39
随便			39
默哀			39
优柔寡断			39
吓*			39
压力			39
压抑			39
压制			39
压迫			39
尴尬			39
懦*			39
戏弄			39
滥用			39
瞧不起			39
糟*			39
繁琐			39
绷紧			39
胆小			39
胆怯			39
艰*			39
亏损			39
亵渎			39
丑*			39
归咎			39
蹧蹋			39
蹩脚			39
镇压			39
杂乱			39
离婚			39
坏*			39
惩罚			39
懒惰			39
懒散			39
怀念			39
怀疑			39
爆发			39
讥*			39
辞职			39
难吃			39
难堪			39
难过			39
难闻			39
难熬			39
难题			39
骗*			39
严峻			39
严酷			39
严厉			39
触目惊心			39
触怒			39
触景伤情			39
骚动			39
骚扰			39
惧怕			39
烂			39
烂货			39
牺牲			39
缠身			39
蠢*			39
谴责			39
踌躇			39
顾虑			39
颤抖			39
脏*			39
搅乱			39
窃*			39
变味			39
变质			39
惊呆			39
惊恐			39
惊悚			39
惊慌*			39
惊骇			39
惊吓			39
龌龊			39
郁*			39

呃			40
那			40
恩			40
啊			40
就是			40
然后			40
嗯			40

一			41
一千*			41
一兆*			41
一百*			41
一万*			41
一亿*			41
乙			41
七			41
七十*			41
七千*			41
七兆*			41
七百*			41
七万*			41
七亿*			41
九			41
九十*			41
九千*			41
九兆*			41
九百*			41
九万*			41
九亿*			41
二			41
二十*			41
二千*			41
二兆*			41
二百*			41
二万*			41
二亿*			41
八			41
八十*			41
八千*			41
八兆*			41
八百*			41
八万*			41
八亿*			41
十			41
十一*			41
十七*			41
十九*			41
十二*			41
十八*			41
十三*			41
十五*			41
十六*			41
十四*			41
十兆*			41
十万*			41
十亿*			41
三			41
三十*			41
三千*			41
三兆*			41
三百*			41
三万*			41
三亿*			41
千			41
五			41
五十*			41
五千*			41
五兆*			41
五百*			41
五万*			41
五亿*			41
六			41
六十*			41
六千*			41
六兆*			41
六百*			41
六万*			41
六亿*			41
廿			41
仟			41
半			41
四			41
四十*			41
四千*			41
四兆*			41
四百*			41
四万*			41
四亿*			41
伍			41
好几			41
百			41
百万			41
玖			41
佰			41
两			41
两千*			41
两兆*			41
两百			41
两万*			41
两亿*			41
拾			41
柒			41
捌			41
参			41
第*			41
陆			41
壹			41
几			41
几十*			41
贰			41
肆			41
零			41
亿*			41
数			41
数十*			41

之前			42
日前			42
以往			42
以前			42
去年			42
古代			42
古早			42
本来			42
甫			42
那时			42
昔日			42
前天			42
昨			42
昨天			42
昨日			42
刚			42
刚才			42
刚刚			42
原先			42
从前			42
曾			42
曾经			42
当年			42
当初			42
当时			42
过			42
过去			42

三角			43
口味			43
大叫			43
大吼			43
大喊			43
大声			43
不平			43
分贝			43
天蓝色			43
手			43
手指			43
方			43
方形			43
日光			43
毛			43
毛茸茸			43
火			43
乏味			43
叫喊			43
可口			43
可爱			43
四方			43
外表			43
外貌			43
失明			43
失重			43
巧克力色			43
平和			43
平坦			43
平滑			43
平静			43
甘美			43
甘甜			43
生动			43
白			43
白色			43
白皙			43
皮			43
皮制			43
皮肤			43
目*			43
光			43
光亮			43
光源			43
光滑			43
光线			43
冰冷			43
冰冻			43
印象			43
合奏			43
合唱			43
合唱团			43
吐*			43
好吃			43
安静			43
尖			43
尖叫			43
尖酸			43
尖锐			43
有声			43
灰			43
灰色			43
耳朵			43
耳语			43
舌			43
舌头			43
色			43
色彩			43
低语			43
冷			43
冷冻			43
冷淡			43
冷静			43
吞*			43
吵			43
吵闹			43
吶喊			43
吸			43
吸入			43
吹送			43
吻合			43
吼			43
吼叫			43
告诉			43
均匀			43
快乐			43
抓			43
抓住			43
沉重			43
沉默			43
沙			43
沙沙			43
沙哑			43
牢固			43
盯			43
私语			43
见			43
言论			43
辛辣			43
乳白			43
亚麻			43
刮			43
刷			43
刺			43
刺耳			43
刺激			43
协调			43
取			43
味道			43
味觉			43
呼喊			43
呼声			43
和谐			43
和颜悦色			43
咖啡色			43
抹			43
拂			43
放映			43
明亮			43
昏			43
欣赏			43
油			43
油腻			43
注视			43
注意			43
盲			43
盲目			43
芬芳			43
芳香			43
表明			43
表达			43
金黄			43
金黄色			43
长方形			43
青色			43
亮			43
厚			43
品尝			43
垂涎			43
怒吼			43
按			43
柔和			43
柔软			43
相片			43
看*			43
红色			43
美人			43
美好			43
美味			43
美容			43
美丽			43
胡说			43
苦			43
苦味			43
苦涩			43
重			43
重量			43
重听			43
音乐			43
音乐会			43
音调			43
风			43
风味			43
香			43
香味			43
香料			43
香气			43
香喷喷			43
冻			43
冻结			43
捏			43
旁观			43
栩栩如生			43
气味			43
气息			43
留神			43
留意			43
矩形			43
粉红			43
粉红色			43
脆弱			43
臭			43
臭味			43
臭气			43
舐			43
讨厌			43
闪亮			43
闪烁			43
闪耀			43
除臭			43
干*			43
唱			43
唱歌			43
念			43
坚硬			43
寂静			43
密集			43
强烈			43
彩色			43
扫描			43
扫视			43
扫瞄			43
接触			43
推			43
敏锐			43
凉快			43
淡红色			43
淡黄色			43
浅色			43
清晰			43
爽口			43
球形			43
甜			43
甜言蜜语			43
甜美			43
甜密			43
甜蜜			43
眼睛			43
粗			43
粗糙			43
细			43
细看			43
聆听			43
设想			43
软			43
软绵绵			43
通红			43
阴暗			43
雪白			43
麻			43
唾液			43
喀嚓			43
喊			43
喊叫			43
喧闹			43
寒冷			43
恶臭			43
愉快			43
描述			43
握住			43
景色			43
晴朗			43
棕色			43
滋味			43
无味			43
无声			43
痛苦			43
酸*			43
发白			43
发光			43
发亮			43
发热			43
发声			43
硬			43
稀少			43
稀疏			43
稀薄			43
紫			43
紫色			43
紫红			43
紫红色			43
绚烂			43
丝			43
丝柔			43
聒噪			43
